,Name,Link,City,State
241,Flint Rock and Gem Club,http://www.flintrockandgem.org/,Flint,Michigan 
242,Grand Traverse Area Rock and Mineral Club,http://tcrockhounds.com/,Traverse City,Michigan 
243,Indian Mounds Rock & Mineral Club,http://www.indianmoundsrockclub.com/,Wyoming,Michigan 
244,Ishpeming Rock and Mineral Club,http://www.ishpemingrocks.org/,Ishpeming,Michigan 
245,Kalamazoo Geological & Mineral Society,http://kalamazoorockclub.org/,Kalamazoo,Michigan 
246,Livingston Gem & Mineral Society,http://www.livingstongemandmineralsociety.com/,Howell,Michigan 
247,Michigan Gem & Mineral Society,http://mgmsrockclub.com/,Michigan Center,Michigan 
248,Michigan Mineralogical Society,https://www.michmin.org/,Bloomfield Hills,Michigan 
249,Mid-Michigan Rock Club,http://www.midmichrockclub.com/?Page=1,Midland,Michigan 
250,Midwest Faceters' Guild,http://www.midwestfaceters.org/,Grand Rapids,Michigan 
251,Midwest Mineralological & Lapidary Society,http://www.mmls.us/,Taylor,Michigan 
252,Mikenauk Rock and Gem Club,http://mikenaukclub.weebly.com/,Roscommon,Michigan 
253,Mount Clemens Gem & Lapidary Society,http://mcgls.org/,Mt. Clemens,Michigan 
254,Oakland County Earth Science Club,http://www.ocesc.com/,Waterford,Michigan 
255,Roamin Club,https://roaminrockclub.weebly.com/,Livonia,Michigan 
256,StateLine Gem & Mineral Society,http://statelinegms.com/,Morenci,Michigan 
257,"Tulip City Gem & Mineral Club, Inc.",http://www.tulipcity.org/,Holland,Michigan 
258,Anoka County Gem & Mineral Club,http://www.amfed.org/mwf/states/Minnesota/AnokaGem.html,Minneapolis,Minnesota 
259,"Cuyuna Rock, Gem and Mineral Society",http://cuyunarockclub.org/wp/,Brainerd,Minnesota 
260,Minnesota Mineral Club,http://minnesotamineralclub.org/,Falcon Heights,Minnesota 
261,Minnesota Valley Gem & Mineral Club,http://www.mnvalleygemandmineralclub.com/,Mankato,Minnesota 
262,St Croix Rockhounds,http://stcroixrockhounds.org/,Stillwater,Minnesota 
263,"Harrison County Gem & Mineral Society, Inc.",http://www.gulfportgems.org/,Gulfport,Mississippi 
264,Mississippi Gem & Mineral Society,http://missgems.org/,Jackson,Mississippi 
265,Mississippi Geological Society,http://www.missgeo.com/,Jackson,Mississippi 
266,Mississippi Gulf Coast Gem and Mineral Society,http://www.mgcgms.org/,Ocean Springs,Mississippi 
267,North Mississippi Gem and Mineral Society,http://www.nmgms.org/,Tupelo,Mississippi 
268,Central Missouri Rock and Lapidary Club,http://www.cmrlc.org/,Columbia,Missouri 
269,Independence Gem & Mineral Society,http://www.igams.co/,Independence,Missouri 
270,Missouri Valley Gem & Mineral Society,http://www.movalleyrockclub.com/,St. Joseph,Missouri 
271,"Mozarkite Society of Lincoln, Inc.",http://www.mozarkite.com/,Lincoln,Missouri 
272,Ozark Mountain Gem & Mineral Society,https://www.facebook.com/omgms.57,Springfield,Missouri 
273,Rock Hobby Club of Greater Saint Louis,xxxxxhttp://rockhobby.stlearthsci.org/Home.aspxxxxxx,St. Louis,Missouri 
274,Rockwood Gem & Mineral Society,http://rockwood.stlearthsci.org/,St. Louis,Missouri 
275,St. Louis Mineral & Gem Society,http://www.stlrockclub.com/,St. Louis,Missouri 
276,"Show Me Gems & Minerals Club, Inc.",http://showme.stlearthsci.org/,St. Peters,Missouri 
277,Show-Me Rockhounds Kansas City,https://showmerockhounds.com/,Kansas City,Missouri 
278,"Billings Gem & Mineral Club, Inc.",http://www.billingsgemclub.com/,Billings,Montana 
279,Bitterroot Gem & Mineral Society,http://www.ravalligemandmineralclub.org/,Corvallis,Montana 
280,Bozeman Gem and Mineral Club,http://bozemangemandmineralclub.com/,Bozeman,Montana 
281,Hellgate Mineral Society,https://www.facebook.com/HellgateMineralSociety/,Missoula,Montana 
282,Kalispell Rockhound Club,http://www.kalispellrockhounds.org/,Kalispell,Montana 
283,"Lincoln Gem & Mineral Club, Inc.",https://www.lincolngemmineralclub.org/,Lincoln,Nebraska 
284,Comstock Gold Prospectors,http://cgpgold.org/,Reno,Nevada 
285,Great Basin Gem & Mineral Club,http://greatbasingemandmineralclub.rocks/,Carson City,Nevada 
286,High Desert Rockers,https://highdesertrockers.wordpress.com/,Carson City,Nevada 
287,Nye Gold Seekers,http://nyegoldseekers.webs.com/,Pahrump,Nevada 
288,Reno Gem and Mineral Society,http://www.renorockhounds.com/,Reno,Nevada 
289,Southern Nevada Gem and Mineral Society,http://www.snvgms.org/,Las Vegas,Nevada 
290,Capital Mineral Club,http://www.capitalmineralclub.org/,Concord,New Hampshire 
291,Keene Mineral Club,https://sites.google.com/site/keenemineralclub/home,Keene,New Hampshire 
292,Saco Valley Gem and Mineral Club,http://www.sacovalleygemandmineralclub.org/,Conway,New Hampshire 
293,Southeastern New Hampshire Mineral Club,https://www.senhmc.org/,Dover,New Hampshire 
294,Cape Atlantic Rockhounds Inc.,http://www.capeatlanticrockhounds.com/,Cologne,New Jersey 
295,Delaware Valley Earth Science Society,http://www.dvess.org/,Woodbury,New Jersey 
296,Friends of Mineralogy - New Jersey Chapter,https://fomnj.wordpress.com/,Marlboro Township,New Jersey 
297,Morris Museum Mineralogical Society,http://morrismuseum.org/mineral-society/,Morristown,New Jersey 
298,"New Jersey Mineralogical Society, Inc",http://www.njmin.org/,Mountainside,New Jersey 
299,"North Jersey Mineralogical Society, Inc.",http://www.nojms.webs.com/,Paterson,New Jersey 
300,Albuquerque Gem & Mineral Club,http://www.agmc.info/,Albuquerque,New Mexico 
301,Carlsbad Gem and Mineral Society,http://www.carlsbadgms.org/,Carlsbad,New Mexico 
302,Deming Gem & Mineral Society,http://www.thedgms.com/,Deming,New Mexico 
303,"Grant County Rolling Stones Gem & Mineral Society, Inc.",http://rollingstonesgms.blogspot.com/,Silver City,New Mexico 
304,Los Alamos Geological Society,http://pweb.netcom.com/~hoffmans/LAGS.html,Los Alamos,New Mexico 
305,"Buffalo Geological Society, Inc.",http://www.bgsny.org/,Buffalo,New York 
306,Capital District Mineral Club,http://capitaldistrictmineralclub.com/,Albany,New York 
307,"Gem and Mineral Society of Syracuse, Inc.",http://www.gmss.us/,Syracuse,New York 
308,Island Rockhounds Inc.,http://www.islandrockhounds.org/,Bellmore,New York 
309,Long Island Mineral & Geology Society,http://www.limineralandgeology.com/LiMags/Home.html,Jamesport,New York 
310,Mid-Hudson Valley Gem and Mineral Society Inc.,http://mhvgms.org/index.html,Poughkeepsie,New York 
311,Nassau Mineral Club,http://nassaumineralclub.org/,Glen Cove,New York 
312,New York Mineralogical Club,http://www.newyorkmineralogicalclub.org/,NYC,New York 
313,New York Paleontological Society,http://www.nyps.org/index.htm,NYC,New York 
314,Orange County Mineral Society,http://www.orangecountymineralsocietynewyork.com/,Middletown,New York 
315,Rochester Academy of Science,http://www.rasny.org/,Rochester,New York 
316,Rochester Lapiday Society,http://www.rochesterlapidary.org/,Rochester,New York 
317,St. Lawrence County Rock & Mineral Club,http://stlawrencecountymineralclub.org/,Canton,New York 
318,Suffolk Gem & Mineral Club,http://www.suffolkgem.com/,Bay Shore,New York 
319,Wayne County Gem and Mineral Club,http://www.wcgmc.org/,Newark,New York 
320,Cape Fear Mineral & Gem Society,http://www.mercergarden.com/GemClub.html,Fayetteville,North Carolina 
321,Catawba Valley Gem & Mineral Club,http://www.cvgmc.com/,Hickory,North Carolina 
322,Central North Carolina Mineral Club,http://www.centralncmineralclub.org/,Chapel Hill,North Carolina 
323,Charlotte Gem & Mineral Club,http://www.charlottegem.com/,Charlotte,North Carolina 
324,Forsyth Gem and Mineral Club,http://www.forsythgemclub.com/fgmcmain.html,Winston-Salem,North Carolina 
325,"Gaston Gem, Mineral and Faceters Club",http://gastongemclub.weebly.com/,Gastonia,North Carolina 
326,Gem & Mineral Society of Franklin,http://www.fgmm.org/,Franklin,North Carolina 
327,Greensboro Gem & Mineral Club,http://www.ggmc-rockhounds.com/,Greensboro,North Carolina 
328,Henderson County Gem and Mineral Society,http://hcgms.com/index.html,Hendersonville,North Carolina 
329,Mountain Area Gem and Mineral Association (MAGMA),http://www.wncrocks.com/magma/magma.html,Asheville,North Carolina 
330,North Carolina Fossil Club,http://www.ncfossilclub.org/,Raleigh,North Carolina 
331,Southern Appalachian Mineral Society,http://www.main.nc.us/sams/,Asheville,North Carolina 
332,Tar Heel Gem & Mineral Club,http://www.tarheelclub.org/,Raleigh,North Carolina 
333,Central Dakota Gem & Mineral Society,https://ndrockclub.org/,Bismarck,North Dakota 
334,Brukner Gem and Mineral Club,http://www.bruknergemandmineralclub.com/,Troy,Ohio 
335,Cincinnati Mineral Society,http://mineralsociety.org/,Cincinnati,Ohio 
336,Columbus Rock and Mineral Society,http://www.columbusrockandmineralsociety.org/,Columbus,Ohio 
337,Dayton Gem & Mineral Society,https://www.facebook.com/The-Dayton-Gem-Mineral-Society-140478502678195/,Kettering,Ohio 
338,Dry Dredgers,http://drydredgers.org/,Cincinnati,Ohio 
339,Greater Cincinati Lapidary and Faceting Society,http://cincinnatilapidary.weebly.com/,Loveland,Ohio 
340,North Coast Fossil Club,http://ncfclub.org/,Cleveland,Ohio 
341,Ohio Geological Society,https://ohiogeosoc.org/,Worthington,Ohio 
342,Parma Lapidary Club,http://www.parmalapidary.com/,Cleveland,Ohio 
343,Richland Lithic & Lapidary Society,http://rlls.webs.com/,Mansfield,Ohio 
344,Summit Lapidary Club,http://lapidaryclubofohio.org/,Cuyahoga Falls,Ohio 
345,Toledo Gem & Rockhound Club,http://rockyreader.com/,Toledo,Ohio 
346,"Ada Gem, Mineral and Fossil Club",http://www.freewebs.com/agmfc/,Ada,Oklahoma 
347,Enid Gem & Mineral Society,http://www.enidgemandmineral.org/,Enid,Oklahoma 
348,Oklahoma Mineral and Gem Society,http://omgs-minerals.org/,Oklahoma City,Oklahoma 
349,Shawnee Gem and Mineral Society,https://www.facebook.com/Shawnee-Gem-and-Mineral-Society-524175917629452/,Shawnee,Oklahoma 
350,Tulsa Rock and Mineral Society,http://www.ttownrockhound.org/,Tulsa,Oklahoma 
351,Tahlequah Rock and Mineral Society,http://tramsok.webs.com/,Tahlequah,Oklahoma 
352,Central Oregon Rock Collectors,https://corockcollectors.com/,Redmond,Oregon 
353,Clackamette Mineral and Gem Club,http://www.clackamettegem.org/,Oregon City,Oregon 
354,Columbia-Willamette Faceters' Guild,http://facetersguild.com/,Portland/West Linn,Oregon 
355,FarWest Lapidary & Gem Society,http://www.farwestlapidary.org/,North Bend,Oregon 
356,Hatrockhounds Gem and Mineral Society,http://jall23.wixsite.com/hatrockhounds,Hermiston,Oregon 
357,Millennium Diggers Club,http://www.millenniumdiggers.com/,Portland,Oregon 
358,Mt Hood Rock Club,https://mthoodrockclub.wordpress.com/,Gresham,Oregon 
359,North American Research Group,http://narg-online.com/,Hillsboro,Oregon 
360,"Oregon Agate & Mineral Society, Inc.",http://www.oregonagate.org/,Portland,Oregon 
361,Oregon Coast Agate Club,http://www.coastagates.org/,Newport,Oregon 
362,Prineville Rockhound Pow-Wow Assoc.,http://prineville.rocks/,Prineville,Oregon 
363,Rock and Arrowhead Club of Klamath Falls,http://www.klamathrockclub.org/,Klamath Falls,Oregon 
364,Springfield Thunderegg Rock Club,http://thundereggrockclub.blogspot.com/,Springfield,Oregon 
365,Tualatin Valley Gem Club,https://tvrgc.org/,Forest Grove,Oregon 
366,"Willamette Agate and Mineral Society, Inc.",http://www.wamsi.net/,Salem,Oregon 
367,"Central Pennsylvania Rock and Mineral Club, Inc.",http://www.rockandmineral.org/,Harrisburg,Pennsylvania 
368,"Che-Hanna Rock and Mineral Club, Inc.",http://www.chehannarocks.com/,Sayre,Pennsylvania 
369,Delaware Valley Paleontological Society,https://sites.google.com/site/dvpspaleo/,Philadelphia,Pennsylvania 
370,Friends of Mineralogy - Pennsylvania Chapter,http://www.rasloto.com/FM/,St. Peters,Pennsylvania 
371,Gem City Rock and Mineral Society,http://www.gemcityrockclub.org/,Erie,Pennsylvania 
372,Leidy Microscopical Society,http://leidymicroscopical.com/,Fairless Hills,Pennsylvania 
373,"Mason-Dixon Rock, Mineral, Gemological, & Lapidary Club",http://topgemz.com/,Hanover,Pennsylvania 
374,Mineralogical Society of Northeastern Pennsylvania,http://msnepa.org/,Moosic,Pennsylvania 
375,Monongahela Rockhounds,http://www.monongahelarockhounds.org/,Pittsburgh,Pennsylvania 
376,Monroe County Earth Science Association,http://www.mdsysconsulting.com/MCESA/,Stroudsburg,Pennsylvania 
377,Moraine Rockbusters,http://www.morainerockbusters.org/,Mars,Pennsylvania 
378,Nittany Mineralogical Society,http://www.nittanymineral.org/,State College,Pennsylvania 
379,Pennsylvania Earth Sciences Association,http://www.mineralfest.com/,Whitehall,Pennsylvania 
380,Philadelphia Mineralogical Society,http://www.phillyrocks.org/,Philadelphia,Pennsylvania 
381,Pittsburgh Geological Society,http://www.pittsburghgeologicalsociety.org/index.html,Pittsburgh,Pennsylvania 
382,Tuscarora Lapidary Society,http://www.lapidary.org/,Brookhaven,Pennsylvania 
383,"Rhode Island Mineral Hunters, Inc.",http://rimh.us/,Warwick,Rhode Island 
384,Aiken Gem and Mineral Society,http://www.aikengmfs.org/,Aiken,South Carolina 
385,Columbia Gem & Mineral Society,http://www.cgams.org/,Columbia,South Carolina 
386,Lowcountry Gem and Mineral Society,http://lowcountrygemandmineralsociety.org/,North Charleston,South Carolina 
387,Pendleton District Gem and Mineral Society,http://www.woodsmere.com/pdgms/,Central,South Carolina 
388,Western South Carolina Gem and Mineral Society,http://www.wescagem.org/,Greenville,South Carolina 
389,Sioux Empire Gem and Mineral Society,http://www.segams.org/,Sioux Falls,South Dakota 
390,Western Dakota Gem & Mineral Society,http://www.wdgms.org/,Rapid City,South Dakota 
391,Knoxville Gem & Mineral Society,http://www.knoxrocks.org/,Knoxville,Tennessee 
392,Memphis Archaeological & Geological Society,http://www.memphisgeology.org/,Memphis,Tennessee 
393,Middle Tennessee Rockhounds,http://www.rockhound.org/,Nashville,Tennessee 
394,Mid-Tennessee Gem and Mineral Society,http://www.mtgms.org/,"Murfreesboro, Donelson, Tullahoma",Tennessee 
395,Arlington Gem and Mineral Club,http://www.agemclub.org/,Arlington,Texas 
396,Austin Gem and Mineral Society,http://www.austingemandmineral.org/index.html,Austin,Texas 
397,Central Texas Gem & Mineral Society,http://rockclub.txol.net/,Abilene,Texas 
398,Chihuahuan Desert Gem and Mineral Club,http://www.cdgmc.org/,Alpine,Texas 
399,Clear Lake Gem and Mineral Society,http://www.clgms.org/,Houston,Texas 
400,"Cowtown Gem, Mineral & Glass Society",http://cera-fw.org/gem-mineral-glass/,Fort Worth,Texas 
401,Dallas Gem and Mineral Society,http://www.dallasgemandmineral.org/,Dallas,Texas 
402,Dallas Paleontological Society,https://dps.wildapricot.org/,Dallas,Texas 
403,East Texas Gem and Mineral Society,http://www.etgms.com/,Tyler,Texas 
404,"El Paso Mineral and Gem Society, Inc.",http://www.epmgs.com/,El Paso,Texas 
405,Fort Worth Gem and Mineral Club,http://www.fortworthgemandmineralclub.org/,Fort Worth,Texas 
406,Fredericksburg Rockhounds,http://fredericksburgrockhounds.org/,Fredericksburg,Texas 
407,Geological Society of San Antonio,http://www.geosa.org/,San Antonio,Texas 
408,"Golden Spread Gem, Mineral and Treasure Society",http://www.amarillotreasure.com/,Amarillo,Texas 
409,Gulf Coast Gem & Mineral Society,http://www.gcgms.org/,Corpus Christi,Texas 
410,Houston Gem and Mineral Society,http://www.hgms.org/,Houston,Texas 
411,Lubbock Gem and Mineral Society,http://www.lubbockgemandmineral.org/,Lubbock,Texas 
412,"Midland Gem and Mineral Society, Inc.",https://www.facebook.com/midlandgemandmineral/,Midland,Texas 
413,Oak Cliff Gem and Mineral Society,http://www.ocgemandmineral.com/,Dallas,Texas 
414,Paleontological Society of Austin,http://www.austinpaleo.org/,Austin,Texas 
415,Pine Country Gem & Mineral Society,http://www.pinecountry-gms.org/,Jasper,Texas 
416,Piney Woods Gem & Mineral Society,http://www.pwgms.org/,Huntsville,Texas 
417,Pleasant Oaks Gem & Mineral Club,http://www.pogmc.org/,Dallas,Texas 
418,"Rollin' Rock Club, Inc.",https://sites.google.com/site/rollinrockclub/,Rollin' Rock Club Of Texas And Any Other State Or Country Of The World and Outer Space,Texas 
419,South Texas Geological Society,http://www.stgs.org/,San Antonio,Texas 
420,Southwest Gem and Mineral Society,http://www.swgemandmineral.org/,San Antonio,Texas 
421,Texas Faceters Guild,http://texasfacetersguild.org/,Houston,Texas 
422,"Tri-City Gem and Mineral Society, Inc.",https://www.facebook.com/midlandgemandmineral/,Temple,Texas 
423,Waco Gem and Mineral Club,http://www.wacogemandmineral.org/,Waco,Texas 
424,Williamson County Gem and Mineral Society,http://www.wcgms.org/,Georgetown,Texas 
425,"Wise County Fossil, Rock and Mineral Society",http://wisecofossilrockandmineralsoc.weebly.com/,Decatur,Texas 
426,Beehive Rock and Gem Club,http://www.beehiverockandgem.com/,Ogden,Utah 
427,Cache Rock and Gem Club,http://cacherockgemclub.weebly.com/,Smithfield,Utah 
428,Golden Spike Gem & Mineral Society,http://goldenspikegem.org/,Ogden,Utah 
429,Mineral Collectors of Utah,http://m-c-u.org/,Salt Lake City,Utah 
430,Moab Rock Club,https://www.facebook.com/Moab-Rock-Club-1508131859497762/,Moab,Utah 
431,Rockhounders Outreach for Community Knowledge,http://www.rockhoundersock.com/,Sandy,Utah 
432,Timpanogos Gem & Mineral Society,http://timprocks.weebly.com/,Provo,Utah 
433,Tooele Gem & Mineral Society,https://www.facebook.com/Tooele-Gem-Mineral-Society-1742342656045404/,Tooele,Utah 
434,Wasatch Gem Society,http://www.wasatchgemsociety.com/,Salt Lake City,Utah 
435,Burlington Gem and Mineral Club,http://www.burlingtongemandmineralclub.org/,Burlington,Vermont 
436,Rutland Rock & Mineral Club,http://www.rutlandrockmineralclub.50webs.com/,Rutland,Vermont 
437,"Gem and Mineral Hunters, Inc.",http://www.gmhonline.org/,Manassas,Virginia 
438,Gem and Mineral Society of Lynchburg,http://www.lynchburgrockclub.org/,Lynchburg,Virginia 
439,Gem and Mineral Society of the Virginia Peninsula,http://www.gmsvp.org/,Hampton,Virginia 
440,"Northern Virginia Mineral Club, Inc.",http://www.novamineralclub.org/,Arlington,Virginia 
441,Richmond Gem & Mineral Society,http://www.rgms-va.info/,Richmond,Virginia 
442,Roanoke Valley Mineral & Gem Society,https://www.facebook.com/RVMGS/,Roanoke,Virginia 
443,Shenandoah Valley Gem & Mineral Society,http://www.shenandoahvalleyrockclub.org/,Waynesboro,Virginia 
444,Tidewater Gem & Mineral Society,http://tgms.weebly.com/,Virginia Beach,Virginia 
445,"Bellevue Rock Club, Inc.",http://www.bellevuerockclub.org/,Bellevue,Washington 
446,Cascade Mineralogical Society Inc,http://www.cascademineralogicalsociety.org/,Kent,Washington 
447,Clallam County Gem & Mineral Association,http://www.olympicrocks.com/,Port Angeles,Washington 
448,Darrington Rock & Gem Club,https://www.facebook.com/DarringtonRGC/,Darrington,Washington 
449,East KingCo Rock Club,http://www.eastkingco.org/,Kirkland,Washington 
450,Everett Rock & Gem Club,http://www.everettrockclub.com/,Everett,Washington 
451,Ginkgo Mineral Society,http://wenatcheerockclub.org/,Wenatchee,Washington 
452,Kitsap Mineral and Gem Societ,http://www.kmgs.org/,Bremerton,Washington 
453,"Lakeside Gem & Mineral Club, Inc.",http://www.lakesidegemandmineralclub.com/,Kennewick,Washington 
454,Maplewood Rock & Gem Community Club,http://www.maplewoodrockclub.com/,Edmonds,Washington 
455,Marcus Whitman Gem and Mineral Society,https://www.sites.google.com/site/mwgemandmineral/,Walla Walla,Washington 
456,"Marysville Rock & Gem Club, Inc.",https://sites.google.com/site/marysvillerockngemclub/,Marysville,Washington 
457,Mount Baker Rock And Gem Club,http://mtbakerrockclub.org/,Bellingham,Washington 
458,North American Miners Association,http://www.namaminers.org/,Kent,Washington 
459,North Puget Sound Facetors Guild,http://www.facetguild.com/,Mount Vernon,Washington 
460,Northwest Paleontological Association,http://nwpaleo.org/,Puget Sound,Washington 
461,Panorama Gem & Mineral Club,http://panoramagem.com/,Arden,Washington 
462,Puyallup Valley Gem & Mineral Club,https://www.facebook.com/PuyallupValleyGemClub,Puyallup,Washington 
463,Skagit Rock and Gem Club,https://www.skagitrockandgem.com/,Mt. Vernon,Washington 
464,Spokane Rock Rollers Club,http://www.rockrollers.org/WP/,Spokane Valley,Washington 
465,North Seattle Lapidary & Mineral Club,http://www.northseattlerockclub.org,Seattle,Washington 
466,Washington Agate and Mineral Society,https://wamsolympia.wordpress.com,Olympia,Washington 
467,West Seattle Rock Club,http://www.westseattlerockclub.org/,Seattle,Washington 
468,Yakima Rock & Mineral Club,http://www.yakimarockclub.com/,Yakima,Washington 
469,Kanawha Rock and Gem Club,http://www.kanawharockandgemclub.org/,Charleston,West Virginia 
470,Prehistoric West Virginia,http://prehistoricplanet.com/wv/,Morgantown,West Virginia 
471,West Virginia Fossil Club Inc,http://www.westvirginiafossilclub.com/,Clarksburg,West Virginia 
472,"Badger Lapidary & Geological Society, Inc.",http://www.badgerrockclub.org/,Monroe,Wisconsin 
473,Coulee Rock Club of La Crosse,https://www.facebook.com/pages/The-Coulee-Rock-Club/182345351787782,La Crosse,Wisconsin 
474,Heart of Wisconsin Gem & Mineral Society,https://www.heartofwisconsinrocks.com/,Marshfield & Stevens Point,Wisconsin 
475,Kettle Moraine Geological Society,http://www.kmgsrocks.com/,Pewaukee,Wisconsin 
476,Lakeland Gem Club,http://www.lakelandgemclub.com/,Minocqua,Wisconsin 
477,Madison Gem and Mineral Club,http://www.madisonrockclub.org/,Madison,Wisconsin 
478,Northwest Wisconsin Gem & Mineral Society,http://www.cameronamericanlegion.org/rockclub.html,Cameron,Wisconsin 
479,Oshkosh Earth Science Club,https://sites.google.com/site/oshkoshearthscienceclub/home,Oshkosh,Wisconsin 
480,"Racine Geological Society, Inc",http://rgs-wi.tripod.com/,Racine,Wisconsin 
481,Weis'n'Miners Geology Club,http://www.weismuseum.org/geology-club.html,Menasha,Wisconsin 
482,Wisconsin Geological Society,http://www.wisgeologicalsociety.com/,West Allis,Wisconsin 
483,Cody 59ers Rock Club,http://www.cody59ers.com/,Cody,Wyoming 
484,Riverton Mineral and Gem Society,http://www.rivertonmgs.com/,Riverton,Wyoming 
485,Wyoming State Mineral and Gem Society,http://wymineralandgemsociety.org,Cody,Wyoming 
